"anglePer","blockN","colorPer","correct","highDim","highDimCoh","irrDim","irrDimCoh","lineCoh","lineDir","angleOption","lowDim","lowDimCoh","response","rxtime","subj","isHighCorrect","isLowCorrect","lineOption",
0.3,4,0.7,1,2,2,3,2,0.7,2,2,1,2,2,0.76489,18,1,1,2,
0.3,4,0.7,1,2,2,3,2,0.7,2,2,1,2,1,0.78154,18,1,1,2,
0.3,4,0.58,1,2,1,3,2,0.4,1,2,1,1,3,2.0117,18,1,1,1,
0.58,4,0.58,0,2,1,3,1,0.6,2,1,1,1,3,1.5463,18,0,1,2,
0.3,4,0.58,1,2,1,3,2,0.7,2,2,1,2,2,0.94775,18,1,1,2,
0.42,4,0.42,0,2,1,1,2,0.7,2,2,3,1,3,1.5795,18,1,0,2,
0.7,4,0.42,1,2,1,1,1,0.6,2,1,3,2,2,1.1471,18,1,1,2,
0.3,4,0.3,1,2,2,1,1,0.6,2,2,3,2,1,0.99772,18,1,1,2,
0.3,4,0.7,0,2,2,3,2,0.6,2,2,1,1,2,1.1473,18,1,0,2,
0.7,4,0.7,1,2,2,3,2,0.7,2,1,1,2,2,0.79802,18,1,1,2,
0.58,4,0.7,1,2,2,3,1,0.6,2,1,1,1,1,0.81468,18,1,1,2,
0.3,4,0.58,1,2,1,3,2,0.4,1,2,1,1,3,0.93108,18,1,1,1,
0.58,4,0.3,1,2,2,1,2,0.7,2,1,3,1,2,1.5629,18,1,1,2,
0.42,4,0.3,1,2,2,1,1,0.6,2,2,3,1,3,3.0758,18,1,1,2,
0.3,4,0.3,1,2,2,1,2,0.3,1,2,3,2,3,3.1591,18,1,1,1,
0.7,4,0.58,1,2,1,3,2,0.6,2,1,1,1,4,1.6129,18,1,1,2,
0.7,4,0.7,1,2,2,3,2,0.3,1,1,1,2,1,0.78149,18,1,1,1,
0.42,4,0.3,1,2,2,1,1,0.4,1,2,3,1,2,3.1257,18,1,1,1,
0.7,4,0.7,1,2,2,3,2,0.6,2,1,1,1,2,1.3301,18,1,1,2,
0.3,4,0.58,0,2,1,3,2,0.6,2,2,1,1,1,1.33,18,1,0,2,
0.7,4,0.42,1,2,1,1,2,0.3,1,1,3,2,3,1.7789,18,1,1,1,
0.42,4,0.3,1,2,2,1,2,0.3,1,2,3,1,4,1.7292,18,1,1,1,
0.42,4,0.3,1,2,2,1,1,0.6,2,2,3,1,4,1.9953,18,1,1,2,
0.58,4,0.3,0,2,2,1,2,0.7,2,1,3,1,2,1.4465,18,0,1,2,
0.42,4,0.42,0,2,1,1,2,0.3,1,2,3,1,1,2.5441,18,0,1,1,
0.3,4,0.42,1,2,1,1,1,0.6,2,2,3,2,4,1.829,18,1,1,2,
0.42,4,0.42,1,2,1,1,2,0.7,2,2,3,1,2,1.0308,18,1,1,2,
0.42,4,0.7,1,2,2,3,1,0.3,1,2,1,2,1,0.79804,18,1,1,1,
0.7,4,0.58,1,2,1,3,2,0.6,2,1,1,1,3,1.2969,18,1,1,2,
0.7,4,0.42,1,2,1,1,1,0.4,1,1,3,2,4,1.4132,18,1,1,1,
0.58,4,0.58,1,2,1,3,1,0.3,1,1,1,2,4,1.0478,18,1,1,1,
0.42,4,0.3,1,2,2,1,2,0.3,1,2,3,1,4,2.4606,18,1,1,1,
0.42,4,0.7,1,2,2,3,1,0.6,2,2,1,1,1,1.6626,18,1,1,2,
0.3,4,0.42,1,2,1,1,1,0.4,1,2,3,2,4,1.247,18,1,1,1,
0.3,4,0.3,1,2,2,1,1,0.4,1,2,3,2,4,1.2968,18,1,1,1,
0.58,4,0.3,0,2,2,1,2,0.3,1,1,3,1,1,0.91453,18,0,1,1,
0.3,4,0.42,0,2,1,1,2,0.7,2,2,3,2,2,2.6102,18,0,1,2,
0.58,4,0.7,1,2,2,3,1,0.4,1,1,1,1,3,1.6628,18,1,1,1,
0.42,4,0.7,1,2,2,3,1,0.7,2,2,1,2,1,0.79812,18,1,1,2,
0.42,4,0.42,1,2,1,1,2,0.3,1,2,3,1,4,1.2471,18,1,1,1,
0.3,4,0.7,1,2,2,3,2,0.4,1,2,1,1,2,1.1306,18,1,1,1,
0.58,4,0.3,1,2,2,1,2,0.3,1,1,3,1,4,2.178,18,1,1,1,
0.7,4,0.3,1,2,2,1,1,0.4,1,1,3,2,4,0.94762,18,1,1,1,
0.58,4,0.42,0,2,1,1,1,0.4,1,1,3,1,4,2.2279,18,1,0,1,
0.58,4,0.7,1,2,2,3,1,0.7,2,1,1,2,2,0.76481,18,1,1,2,
0.42,4,0.7,1,2,2,3,1,0.4,1,2,1,1,1,1.031,18,1,1,1,
0.58,4,0.42,1,2,1,1,1,0.6,2,1,3,1,2,2.0949,18,1,1,2,
0.42,4,0.58,1,2,1,3,1,0.7,2,2,1,2,4,1.5297,18,1,1,2,
0.7,4,0.58,0,2,1,3,2,0.4,1,1,1,1,1,1.0973,18,1,0,1,
0.58,4,0.7,1,2,2,3,1,0.4,1,1,1,1,3,1.8621,18,1,1,1,
0.58,4,0.42,1,2,1,1,1,0.6,2,1,3,1,3,1.2469,18,1,1,2,
0.3,4,0.42,0,2,1,1,1,0.4,1,2,3,2,1,1.2804,18,0,1,1,
0.58,4,0.42,0,2,1,1,2,0.3,1,1,3,1,2,2.4607,18,0,0,1,
0.7,4,0.42,1,2,1,1,2,0.7,2,1,3,2,1,2.5441,18,1,1,2,
0.3,4,0.42,1,2,1,1,2,0.3,1,2,3,2,3,2.5938,18,1,1,1,
0.3,4,0.3,1,2,2,1,1,0.4,1,2,3,2,2,0.88119,18,1,1,1,
0.3,4,0.7,1,2,2,3,2,0.6,2,2,1,1,2,2.1782,18,1,1,2,
0.3,4,0.3,1,2,2,1,2,0.3,1,2,3,2,1,1.7957,18,1,1,1,
0.7,4,0.3,1,2,2,1,2,0.3,1,1,3,2,3,1.1473,18,1,1,1,
0.58,4,0.3,1,2,2,1,1,0.4,1,1,3,1,1,0.91468,18,1,1,1,
0.3,4,0.3,1,2,2,1,1,0.6,2,2,3,2,4,0.94777,18,1,1,2,
0.42,4,0.42,0,2,1,1,1,0.4,1,2,3,1,3,2.0951,18,1,0,1,
0.7,4,0.7,1,2,2,3,2,0.4,1,1,1,1,4,2.2447,18,1,1,1,
0.42,4,0.42,0,2,1,1,1,0.6,2,2,3,1,4,2.6437,18,1,0,2,
0.7,4,0.7,0,2,2,3,2,0.4,1,1,1,1,2,0.64838,18,1,0,1,
0.7,4,0.7,1,2,2,3,2,0.3,1,1,1,2,4,1.0309,18,1,1,1,
0.58,4,0.7,1,2,2,3,1,0.3,1,1,1,2,3,0.84801,18,1,1,1,
0.3,4,0.42,1,2,1,1,1,0.6,2,2,3,2,3,2.494,18,1,1,2,
0.58,4,0.42,1,2,1,1,2,0.3,1,1,3,1,4,1.729,18,1,1,1,
0.7,4,0.3,1,2,2,1,1,0.4,1,1,3,2,3,0.93106,18,1,1,1,
0.58,4,0.7,1,2,2,3,1,0.6,2,1,1,1,1,1.0475,18,1,1,2,
0.42,4,0.58,1,2,1,3,1,0.6,2,2,1,1,2,2.1117,18,1,1,2,
0.3,4,0.7,0,2,2,3,2,0.4,1,2,1,1,2,0.8646,18,1,0,1,
0.42,4,0.58,1,2,1,3,1,0.3,1,2,1,2,1,3.8906,18,1,1,1,
0.42,4,0.3,0,2,2,1,2,0.7,2,2,3,1,1,1.4131,18,0,0,2,
0.58,4,0.3,0,2,2,1,1,0.6,2,1,3,1,4,2.6767,18,1,0,2,
0.58,4,0.42,0,2,1,1,2,0.7,2,1,3,1,3,1.2137,18,1,0,2,
0.7,4,0.42,1,2,1,1,1,0.4,1,1,3,2,3,1.1309,18,1,1,1,
0.58,4,0.42,0,2,1,1,1,0.4,1,1,3,1,2,1.646,18,0,0,1,
0.42,4,0.42,1,2,1,1,1,0.4,1,2,3,1,2,1.3135,18,1,1,1,
0.3,4,0.42,0,2,1,1,2,0.7,2,2,3,2,2,1.5132,18,0,1,2,
0.3,4,0.7,1,2,2,3,2,0.3,1,2,1,2,1,1.0475,18,1,1,1,
0.7,4,0.58,1,2,1,3,2,0.7,2,1,1,2,3,0.91427,18,1,1,2,
0.3,4,0.3,1,2,2,1,2,0.7,2,2,3,2,4,1.6294,18,1,1,2,
0.7,4,0.3,1,2,2,1,1,0.6,2,1,3,2,2,1.0475,18,1,1,2,
0.7,4,0.42,0,2,1,1,2,0.3,1,1,3,2,3,1.2804,18,1,0,1,
0.42,4,0.58,1,2,1,3,1,0.6,2,2,1,1,2,1.2636,18,1,1,2,
0.42,4,0.7,1,2,2,3,1,0.6,2,2,1,1,4,0.73172,18,1,1,2,
0.58,4,0.58,1,2,1,3,1,0.7,2,1,1,2,2,1.48,18,1,1,2,
0.7,4,0.58,0,2,1,3,2,0.4,1,1,1,1,1,0.94786,18,1,0,1,
0.7,4,0.58,1,2,1,3,2,0.3,1,1,1,2,2,1.6626,18,1,1,1,
0.42,4,0.58,1,2,1,3,1,0.7,2,2,1,2,4,0.74816,18,1,1,2,
0.42,4,0.3,1,2,2,1,1,0.4,1,2,3,1,3,3.026,18,1,1,1,
0.7,4,0.7,1,2,2,3,2,0.6,2,1,1,1,1,1.2305,18,1,1,2,
0.42,4,0.7,1,2,2,3,1,0.7,2,2,1,2,2,0.79815,18,1,1,2,
0.58,4,0.58,1,2,1,3,1,0.6,2,1,1,1,2,0.91457,18,1,1,2,
0.58,4,0.58,1,2,1,3,1,0.4,1,1,1,1,2,1.5793,18,1,1,1,
0.7,4,0.3,1,2,2,1,2,0.7,2,1,3,2,2,2.0948,18,1,1,2,
0.3,4,0.58,0,2,1,3,2,0.6,2,2,1,1,1,2.5937,18,1,0,2,
0.58,4,0.7,1,2,2,3,1,0.3,1,1,1,2,2,0.93105,18,1,1,1,
0.3,4,0.7,1,2,2,3,2,0.3,1,2,1,2,4,0.89781,18,1,1,1,
0.3,4,0.42,1,2,1,1,2,0.3,1,2,3,2,2,2.1282,18,1,1,1,
0.3,4,0.3,1,2,2,1,2,0.7,2,2,3,2,2,2.6603,18,1,1,2,
0.58,4,0.58,1,2,1,3,1,0.3,1,1,1,2,2,2.0784,18,1,1,1,
0.3,4,0.58,1,2,1,3,2,0.3,1,2,1,2,1,1.3634,18,1,1,1,
0.7,1,0.58,1,3,2,2,1,0.7,2,1,1,2,3,8.4626,19,1,1,2,
0.3,1,0.42,1,3,2,1,1,0.4,1,2,2,1,1,2.0285,19,1,1,1,
0.3,1,0.42,1,3,2,1,1,0.6,2,2,2,1,1,1.6294,19,1,1,2,
0.58,1,0.58,1,3,1,2,1,0.7,2,1,1,2,1,2.9927,19,1,1,2,
0.3,1,0.7,1,3,2,1,1,0.6,2,2,2,2,4,3.0093,19,1,1,2,
0.42,1,0.42,1,3,1,1,1,0.4,1,2,2,1,4,1.3636,19,1,1,1,
0.3,1,0.3,1,3,2,1,2,0.3,1,2,2,2,1,0.61528,19,1,1,1,
0.3,1,0.3,1,3,2,1,1,0.4,1,2,2,2,1,1.197,19,1,1,1,
0.7,1,0.42,1,3,2,2,1,0.3,1,1,1,2,2,5.5697,19,1,1,1,
0.58,1,0.42,1,3,1,2,1,0.3,1,1,1,2,4,2.6768,19,1,1,1,
0.7,1,0.42,1,3,2,2,1,0.3,1,1,1,2,4,1.6296,19,1,1,1,
0.58,1,0.7,1,3,1,2,2,0.4,1,1,1,1,2,2.444,19,1,1,1,
0.7,1,0.42,1,3,2,2,1,0.7,2,1,1,2,3,1.43,19,1,1,2,
0.7,1,0.7,1,3,2,2,2,0.7,2,1,1,2,4,3.1091,19,1,1,2,
0.58,1,0.42,0,3,1,2,1,0.4,1,1,1,1,4,1.4799,19,0,1,1,
0.7,1,0.58,1,3,2,2,1,0.7,2,1,1,2,4,2.627,19,1,1,2,
0.42,1,0.7,0,3,1,1,2,0.3,1,2,2,2,1,1.1141,19,0,1,1,
0.58,1,0.3,0,3,1,2,2,0.7,2,1,1,2,1,0.86459,19,1,0,2,
0.42,1,0.3,1,3,1,1,1,0.4,1,2,2,2,1,1.2967,19,1,1,1,
0.7,1,0.58,1,3,2,2,1,0.6,2,1,1,1,1,4.5389,19,1,1,2,
0.58,1,0.7,0,3,1,2,2,0.3,1,1,1,2,2,1.5295,19,1,0,1,
0.3,1,0.42,1,3,2,1,2,0.7,2,2,2,1,2,0.81481,19,1,1,2,
0.58,1,0.7,1,3,1,2,2,0.3,1,1,1,2,4,3.2254,19,1,1,1,
0.3,1,0.42,1,3,2,1,2,0.3,1,2,2,1,2,2.5937,19,1,1,1,
0.3,1,0.42,1,3,2,1,1,0.4,1,2,2,1,1,2.228,19,1,1,1,
0.7,1,0.58,1,3,2,2,1,0.3,1,1,1,2,4,5.4035,19,1,1,1,
0.7,1,0.7,1,3,2,2,2,0.3,1,1,1,2,4,3.1256,19,1,1,1,
0.42,1,0.7,1,3,1,1,1,0.6,2,2,2,2,2,3.4749,19,1,1,2,
0.3,1,0.7,1,3,2,1,2,0.3,1,2,2,2,3,2.5605,19,1,1,1,
0.58,1,0.3,0,3,1,2,2,0.3,1,1,1,2,4,0.83136,19,0,1,1,
0.58,1,0.58,1,3,1,2,1,0.7,2,1,1,2,1,5.0877,19,1,1,2,
0.42,1,0.7,1,3,1,1,2,0.7,2,2,2,2,4,5.021,19,1,1,2,
0.7,1,0.3,1,3,2,2,2,0.4,1,1,1,1,4,4.8882,19,1,1,1,
0.3,1,0.42,1,3,2,1,2,0.3,1,2,2,1,1,6.8997,19,1,1,1,
0.7,1,0.3,0,3,2,2,2,0.3,1,1,1,2,1,6.1019,19,1,0,1,
0.42,1,0.7,0,3,1,1,2,0.3,1,2,2,2,3,1.9953,19,1,0,1,
0.7,1,0.7,1,3,2,2,2,0.7,2,1,1,2,3,1.4467,19,1,1,2,
0.7,1,0.42,1,3,2,2,1,0.4,1,1,1,1,4,4.9213,19,1,1,1,
0.42,1,0.42,0,3,1,1,1,0.6,2,2,2,1,2,1.3136,19,0,1,2,
0.3,1,0.58,1,3,2,1,1,0.6,2,2,2,1,3,1.7792,19,1,1,2,
0.42,1,0.58,1,3,1,1,1,0.4,1,2,2,1,1,1.1641,19,1,1,1,
0.58,1,0.42,0,3,1,2,1,0.7,2,1,1,2,4,1.1472,19,0,1,2,
0.3,1,0.58,1,3,2,1,2,0.3,1,2,2,1,3,1.6793,19,1,1,1,
0.42,1,0.3,1,3,1,1,1,0.6,2,2,2,2,1,0.79818,19,1,1,2,
0.3,1,0.58,1,3,2,1,1,0.6,2,2,2,1,2,0.79817,19,1,1,2,
0.58,1,0.3,1,3,1,2,2,0.4,1,1,1,1,1,1.8789,19,1,1,1,
0.7,1,0.3,1,3,2,2,2,0.7,2,1,1,2,2,1.829,19,1,1,2,
0.58,1,0.42,1,3,1,2,1,0.7,2,1,1,2,3,1.1971,19,1,1,2,
0.7,1,0.42,1,3,2,2,1,0.4,1,1,1,1,3,1.463,19,1,1,1,
0.7,1,0.7,1,3,2,2,2,0.6,2,1,1,1,4,1.1139,19,1,1,2,
0.42,1,0.58,0,3,1,1,1,0.6,2,2,2,1,3,0.94764,19,1,0,2,
0.3,1,0.42,1,3,2,1,2,0.7,2,2,2,1,4,2.2444,19,1,1,2,
0.42,1,0.42,0,3,1,1,2,0.7,2,2,2,1,3,7.6481,19,1,0,2,
0.7,1,0.58,1,3,2,2,1,0.3,1,1,1,2,1,1.3966,19,1,1,1,
0.42,1,0.42,0,3,1,1,1,0.6,2,2,2,1,2,1.2305,19,0,1,2,
0.7,1,0.3,1,3,2,2,2,0.6,2,1,1,1,2,2.6934,19,1,1,2,
0.58,1,0.58,1,3,1,2,1,0.3,1,1,1,2,1,1.2803,19,1,1,1,
0.3,1,0.58,1,3,2,1,1,0.4,1,2,2,1,2,3.3917,19,1,1,1,
0.3,1,0.3,1,3,2,1,2,0.3,1,2,2,2,2,0.91463,19,1,1,1,
0.7,1,0.7,0,3,2,2,2,0.3,1,1,1,2,4,0.86467,19,0,0,1,
0.42,1,0.3,1,3,1,1,2,0.3,1,2,2,2,2,0.84811,19,1,1,1,
0.3,1,0.7,1,3,2,1,2,0.3,1,2,2,2,1,0.9811,19,1,1,1,
0.7,1,0.3,1,3,2,2,2,0.7,2,1,1,2,2,4.7715,19,1,1,2,
0.58,1,0.42,1,3,1,2,1,0.3,1,1,1,2,2,1.7958,19,1,1,1,
0.7,1,0.3,1,3,2,2,2,0.3,1,1,1,2,1,1.3634,19,1,1,1,
0.58,1,0.7,1,3,1,2,2,0.7,2,1,1,2,3,1.4134,19,1,1,2,
0.3,1,0.3,1,3,2,1,2,0.7,2,2,2,2,4,0.96472,19,1,1,2,
0.42,1,0.42,1,3,1,1,2,0.3,1,2,2,1,3,3.9405,19,1,1,1,
0.58,1,0.58,0,3,1,2,1,0.3,1,1,1,2,4,0.98099,19,0,0,1,
0.58,1,0.58,1,3,1,2,1,0.6,2,1,1,1,3,5.9023,19,1,1,2,
0.58,1,0.42,1,3,1,2,1,0.4,1,1,1,1,2,2.1449,19,1,1,1,
0.58,1,0.3,1,3,1,2,2,0.4,1,1,1,1,1,1.6794,19,1,1,1,
0.3,1,0.58,1,3,2,1,1,0.4,1,2,2,1,1,6.7004,19,1,1,1,
0.42,1,0.58,1,3,1,1,1,0.6,2,2,2,1,2,0.63184,19,1,1,2,
0.42,1,0.58,0,3,1,1,2,0.3,1,2,2,1,4,1.6628,19,1,0,1,
0.58,1,0.3,0,3,1,2,2,0.6,2,1,1,1,4,0.89798,19,0,1,2,
0.42,1,0.3,1,3,1,1,2,0.7,2,2,2,2,3,4.1563,19,1,1,2,
0.58,1,0.42,0,3,1,2,1,0.6,2,1,1,1,2,1.9786,19,1,0,2,
0.7,1,0.58,1,3,2,2,1,0.4,1,1,1,1,1,3.8073,19,1,1,1,
0.42,1,0.3,1,3,1,1,1,0.6,2,2,2,2,1,0.28266,19,1,1,2,
0.58,1,0.3,0,3,1,2,2,0.6,2,1,1,1,3,1.9618,19,0,0,2,
0.42,1,0.3,1,3,1,1,1,0.4,1,2,2,2,3,0.9645,19,1,1,1,
0.3,1,0.7,1,3,2,1,1,0.4,1,2,2,2,4,2.5772,19,1,1,1,
0.3,1,0.3,1,3,2,1,2,0.7,2,2,2,2,4,0.9477,19,1,1,2,
0.58,1,0.58,1,3,1,2,1,0.6,2,1,1,1,4,5.7857,19,1,1,2,
0.3,1,0.7,1,3,2,1,1,0.4,1,2,2,2,1,1.779,19,1,1,1,
0.3,1,0.42,1,3,2,1,1,0.6,2,2,2,1,1,1.2136,19,1,1,2,
0.3,1,0.3,1,3,2,1,1,0.4,1,2,2,2,4,0.68184,19,1,1,1,
0.3,1,0.58,1,3,2,1,2,0.7,2,2,2,1,4,3.0592,19,1,1,2,
0.7,1,0.7,0,3,2,2,2,0.6,2,1,1,1,4,0.71521,19,0,0,2,
0.3,1,0.58,1,3,2,1,2,0.3,1,2,2,1,3,1.9952,19,1,1,1,
0.7,1,0.3,0,3,2,2,2,0.6,2,1,1,1,4,0.73167,19,0,1,2,
0.42,1,0.42,0,3,1,1,1,0.4,1,2,2,1,2,4.4393,19,0,0,1,
0.42,1,0.7,1,3,1,1,1,0.4,1,2,2,2,3,2.1448,19,1,1,1,
0.58,1,0.7,1,3,1,2,2,0.6,2,1,1,1,4,2.5106,19,1,1,2,
0.42,1,0.7,0,3,1,1,1,0.4,1,2,2,2,4,9.643,19,1,0,1,
0.42,1,0.58,1,3,1,1,2,0.7,2,2,2,1,3,1.1805,19,1,1,2,
0.42,1,0.58,1,3,1,1,2,0.3,1,2,2,1,3,0.83152,19,1,1,1,
0.58,1,0.42,1,3,1,2,1,0.6,2,1,1,1,3,3.4084,19,1,1,2,
0.58,1,0.7,0,3,1,2,2,0.4,1,1,1,1,4,1.6627,19,0,0,1,
0.7,1,0.42,1,3,2,2,1,0.7,2,1,1,2,1,5.0042,19,1,1,2,
0.42,1,0.58,0,3,1,1,2,0.7,2,2,2,1,3,5.1542,19,1,0,2,
0.3,1,0.3,1,3,2,1,1,0.6,2,2,2,2,2,1.3633,19,1,1,2,
0.42,1,0.42,1,3,1,1,2,0.7,2,2,2,1,1,0.71506,19,1,1,2,
0.7,1,0.3,1,3,2,2,2,0.4,1,1,1,1,3,2.4109,19,1,1,1,
0.42,1,0.58,0,3,1,1,1,0.4,1,2,2,1,3,4.5223,19,1,0,1,
0.7,1,0.7,1,3,2,2,2,0.4,1,1,1,1,2,1.9618,19,1,1,1,
0.58,1,0.3,1,3,1,2,2,0.3,1,1,1,2,3,2.0285,19,1,1,1,
0.58,1,0.7,1,3,1,2,2,0.6,2,1,1,1,2,4.3559,19,1,1,2,
0.7,1,0.58,1,3,2,2,1,0.4,1,1,1,1,2,2.6436,19,1,1,1,
0.3,1,0.7,1,3,2,1,2,0.7,2,2,2,2,4,1.4134,19,1,1,2,
0.42,1,0.3,1,3,1,1,2,0.7,2,2,2,2,4,0.96465,19,1,1,2,
0.42,1,0.3,1,3,1,1,2,0.3,1,2,2,2,1,0.58179,19,1,1,1,
0.3,1,0.7,1,3,2,1,2,0.7,2,2,2,2,1,1.0476,19,1,1,2,
0.58,1,0.7,0,3,1,2,2,0.7,2,1,1,2,1,1.0473,19,1,0,2,
0.42,1,0.7,1,3,1,1,2,0.7,2,2,2,2,1,2.2611,19,1,1,2,
0.42,1,0.7,1,3,1,1,1,0.6,2,2,2,2,2,6.0019,19,1,1,2,
0.3,1,0.3,1,3,2,1,1,0.6,2,2,2,2,1,1.3469,19,1,1,2,
0.7,1,0.58,1,3,2,2,1,0.6,2,1,1,1,3,2.5104,19,1,1,2,
0.7,1,0.42,1,3,2,2,1,0.6,2,1,1,1,4,2.6105,19,1,1,2,
0.7,1,0.42,1,3,2,2,1,0.6,2,1,1,1,4,1.962,19,1,1,2,
0.3,1,0.58,1,3,2,1,2,0.7,2,2,2,1,3,2.444,19,1,1,2,
0.42,1,0.42,1,3,1,1,2,0.3,1,2,2,1,3,0.83138,19,1,1,1,
0.58,1,0.58,1,3,1,2,1,0.4,1,1,1,1,3,1.9622,19,1,1,1,
0.7,1,0.7,1,3,2,2,2,0.4,1,1,1,1,3,2.8432,19,1,1,1,
0.58,1,0.58,1,3,1,2,1,0.4,1,1,1,1,4,2.1947,19,1,1,1,
0.58,1,0.3,1,3,1,2,2,0.7,2,1,1,2,2,2.5437,19,1,1,2,
0.3,1,0.7,1,3,2,1,1,0.6,2,2,2,2,2,3.9405,19,1,1,2,
0.7,2,0.42,1,3,2,2,1,0.4,1,1,1,1,2,2.2114,19,1,1,1,
0.58,2,0.7,1,3,1,2,2,0.4,1,1,1,1,3,1.3134,19,1,1,1,
0.3,2,0.3,1,3,2,1,2,0.3,1,2,2,2,4,1.563,19,1,1,1,
0.7,2,0.3,1,3,2,2,2,0.7,2,1,1,2,1,1.6793,19,1,1,2,
0.3,2,0.42,1,3,2,1,2,0.7,2,2,2,1,1,2.1447,19,1,1,2,
0.42,2,0.3,1,3,1,1,2,0.7,2,2,2,2,1,1.5961,19,1,1,2,
0.42,2,0.7,1,3,1,1,1,0.6,2,2,2,2,2,1.6795,19,1,1,2,
0.7,2,0.42,0,3,2,2,1,0.4,1,1,1,1,3,0.91447,19,0,0,1,
0.58,2,0.42,1,3,1,2,1,0.6,2,1,1,1,1,2.8431,19,1,1,2,
0.58,2,0.7,1,3,1,2,2,0.6,2,1,1,1,1,2.6932,19,1,1,2,
0.7,2,0.7,1,3,2,2,2,0.6,2,1,1,1,4,1.0641,19,1,1,2,
0.3,2,0.58,1,3,2,1,1,0.4,1,2,2,1,2,2.494,19,1,1,1,
0.42,2,0.7,0,3,1,1,2,0.7,2,2,2,2,4,2.9429,19,1,0,2,
0.42,2,0.42,1,3,1,1,1,0.4,1,2,2,1,4,3.0261,19,1,1,1,
0.42,2,0.7,0,3,1,1,1,0.6,2,2,2,2,3,5.5031,19,1,0,2,
0.7,2,0.58,1,3,2,2,1,0.3,1,1,1,2,4,4.4559,19,1,1,1,
0.7,2,0.7,1,3,2,2,2,0.6,2,1,1,1,2,0.99753,19,1,1,2,
0.7,2,0.7,1,3,2,2,2,0.3,1,1,1,2,2,1.2634,19,1,1,1,
0.58,2,0.3,1,3,1,2,2,0.4,1,1,1,1,2,1.5796,19,1,1,1,
0.3,2,0.3,1,3,2,1,2,0.7,2,2,2,2,3,0.86456,19,1,1,2,
0.42,2,0.58,1,3,1,1,2,0.7,2,2,2,1,2,0.81469,19,1,1,2,
0.7,2,0.3,1,3,2,2,2,0.3,1,1,1,2,4,0.89772,19,1,1,1,
0.58,2,0.3,1,3,1,2,2,0.6,2,1,1,1,2,0.78152,19,1,1,2,
0.42,2,0.42,0,3,1,1,1,0.6,2,2,2,1,1,0.7151,19,0,0,2,
0.7,2,0.7,1,3,2,2,2,0.4,1,1,1,1,2,0.91432,19,1,1,1,
0.3,2,0.42,1,3,2,1,2,0.7,2,2,2,1,1,1.3137,19,1,1,2,
0.58,2,0.7,1,3,1,2,2,0.3,1,1,1,2,1,1.2137,19,1,1,1,
0.42,2,0.42,0,3,1,1,2,0.7,2,2,2,1,4,1.0643,19,1,0,2,
0.7,2,0.58,1,3,2,2,1,0.3,1,1,1,2,3,2.6104,19,1,1,1,
0.3,2,0.3,1,3,2,1,2,0.7,2,2,2,2,1,5.6528,19,1,1,2,
0.42,2,0.3,1,3,1,1,1,0.6,2,2,2,2,2,0.9143,19,1,1,2,
0.7,2,0.7,1,3,2,2,2,0.4,1,1,1,1,2,1.8455,19,1,1,1,
0.3,2,0.42,1,3,2,1,1,0.4,1,2,2,1,1,2.4276,19,1,1,1,
0.7,2,0.42,1,3,2,2,1,0.6,2,1,1,1,4,2.4606,19,1,1,2,
0.3,2,0.58,1,3,2,1,1,0.6,2,2,2,1,1,3.2587,19,1,1,2,
0.7,2,0.7,1,3,2,2,2,0.7,2,1,1,2,2,2.7933,19,1,1,2,
0.3,2,0.42,1,3,2,1,1,0.6,2,2,2,1,1,1.3635,19,1,1,2,
0.58,2,0.58,1,3,1,2,1,0.7,2,1,1,2,4,1.3467,19,1,1,2,
0.7,2,0.58,1,3,2,2,1,0.7,2,1,1,2,4,0.79817,19,1,1,2,
0.42,2,0.3,1,3,1,1,1,0.4,1,2,2,2,1,0.83145,19,1,1,1,
0.3,2,0.3,1,3,2,1,1,0.6,2,2,2,2,4,1.0308,19,1,1,2,
0.42,2,0.3,0,3,1,1,1,0.4,1,2,2,2,2,2.8598,19,0,0,1,
0.42,2,0.58,0,3,1,1,1,0.6,2,2,2,1,3,0.96439,19,1,0,2,
0.42,2,0.7,0,3,1,1,2,0.7,2,2,2,2,2,3.3087,19,0,1,2,
0.58,2,0.42,1,3,1,2,1,0.7,2,1,1,2,4,1.8788,19,1,1,2,
0.58,2,0.58,1,3,1,2,1,0.4,1,1,1,1,2,1.3136,19,1,1,1,
0.7,2,0.7,1,3,2,2,2,0.3,1,1,1,2,2,1.1971,19,1,1,1,
0.42,2,0.3,0,3,1,1,1,0.6,2,2,2,2,4,0.84805,19,1,0,2,
0.7,2,0.58,1,3,2,2,1,0.7,2,1,1,2,4,1.7292,19,1,1,2,
0.42,2,0.42,1,3,1,1,1,0.4,1,2,2,1,1,3.0093,19,1,1,1,
0.3,2,0.58,1,3,2,1,1,0.4,1,2,2,1,2,4.3893,19,1,1,1,
0.58,2,0.3,1,3,1,2,2,0.4,1,1,1,1,2,1.7958,19,1,1,1,
0.42,2,0.58,0,3,1,1,2,0.3,1,2,2,1,2,7.332,19,0,0,1,
0.3,2,0.58,1,3,2,1,2,0.3,1,2,2,1,1,1.1308,19,1,1,1,
0.7,2,0.3,1,3,2,2,2,0.4,1,1,1,1,1,2.0116,19,1,1,1,
0.58,2,0.42,0,3,1,2,1,0.4,1,1,1,1,2,4.9378,19,1,0,1,
0.58,2,0.58,0,3,1,2,1,0.6,2,1,1,1,2,1.6627,19,1,0,2,
