"anglePer","blockN","colorPer","correct","highDim","highDimCoh","irrDim","irrDimCoh","lineCoh","lineDir","angleOption","lowDim","lowDimCoh","response","rxtime","subj","isHighCorrect","isLowCorrect","lineOption",
0.7,1,0.42,0,1,2,2,1,0.7,2,1,3,2,4,6.5813,1,1,0,2,
0.3,1,0.42,0,1,2,2,1,0.7,2,2,3,2,3,6.5813,1,1,0,2,
0.7,1,0.58,1,1,1,3,2,0.4,1,1,2,1,1,3.3824,1,1,1,1,
0.3,1,0.42,1,1,1,2,1,0.6,2,2,3,2,4,2.9991,1,1,1,2,
0.58,1,0.3,1,1,2,3,1,0.3,1,1,2,2,2,1.5499,1,1,1,1,
0.7,1,0.58,1,1,1,3,2,0.4,1,1,2,1,1,2.316,1,1,1,1,
0.3,1,0.58,0,1,1,2,1,0.6,2,2,3,2,1,3.9989,1,0,1,2,
0.58,1,0.58,1,1,2,2,1,0.7,2,1,3,1,3,2.6325,1,1,1,2,
0.58,1,0.3,0,1,2,2,2,0.7,2,1,3,1,4,2.316,1,1,0,2,
0.3,1,0.58,0,1,1,2,1,0.6,2,2,3,2,1,2.8993,1,0,1,2,
0.3,1,0.3,1,1,1,2,2,0.6,2,2,3,2,4,2.2662,1,1,1,2,
0.3,1,0.58,1,1,1,3,2,0.4,1,2,2,1,1,1.5161,1,1,1,1,
0.7,1,0.3,1,1,2,2,2,0.7,2,1,3,2,3,2.3826,1,1,1,2,
0.3,1,0.58,1,1,1,3,2,0.4,1,2,2,1,1,0.98319,1,1,1,1,
0.42,1,0.58,0,1,2,2,1,0.7,2,2,3,1,3,1.9828,1,1,0,2,
0.58,1,0.58,1,1,2,3,1,0.3,1,1,2,1,1,0.98322,1,1,1,1,
0.7,1,0.7,1,1,2,3,2,0.3,1,1,2,2,1,0.75016,1,1,1,1,
0.7,1,0.3,1,1,1,2,2,0.6,2,1,3,2,3,1.6495,1,1,1,2,
0.42,1,0.58,0,1,2,2,1,0.7,2,2,3,1,1,1.133,1,0,1,2,
0.42,1,0.3,1,1,1,2,2,0.6,2,2,3,1,4,2.4159,1,1,1,2,
0.3,1,0.7,0,1,1,2,2,0.6,2,2,3,2,1,0.73317,1,0,1,2,
0.58,1,0.58,1,1,1,3,1,0.4,1,1,2,1,1,2.2827,1,1,1,1,
0.42,1,0.58,1,1,2,3,1,0.3,1,2,2,1,1,0.84987,1,1,1,1,
0.7,1,0.3,0,1,1,3,2,0.4,1,1,2,2,3,1.6828,1,0,1,1,
0.58,1,0.7,1,1,2,3,1,0.3,1,1,2,2,1,1.5164,1,1,1,1,
0.58,1,0.7,1,1,1,2,2,0.6,2,1,3,1,3,2.666,1,1,1,2,
0.58,1,0.42,1,1,2,3,1,0.3,1,1,2,1,2,1.8162,1,1,1,1,
0.42,1,0.42,0,1,2,3,1,0.3,1,2,2,1,4,1.5664,1,0,1,1,
0.3,1,0.3,1,1,1,2,2,0.6,2,2,3,2,4,1.9994,1,1,1,2,
0.58,1,0.58,0,1,2,3,1,0.3,1,1,2,1,3,2.6158,1,0,1,1,
0.42,1,0.58,1,1,1,2,1,0.6,2,2,3,1,4,2.5159,1,1,1,2,
0.42,1,0.42,0,1,2,2,1,0.7,2,2,3,1,3,1.7827,1,1,0,2,
0.3,1,0.7,1,1,2,3,2,0.3,1,2,2,2,1,0.93308,1,1,1,1,
0.3,1,0.58,0,1,2,2,1,0.7,2,2,3,2,3,3.0157,1,1,0,2,
0.7,1,0.42,1,1,2,2,1,0.7,2,1,3,2,3,1.6329,1,1,1,2,
0.3,1,0.42,1,1,1,3,2,0.4,1,2,2,1,2,1.233,1,1,1,1,
0.7,1,0.42,1,1,2,3,2,0.3,1,1,2,1,2,1.533,1,1,1,1,
0.3,1,0.3,1,1,2,2,2,0.7,2,2,3,2,4,1.7494,1,1,1,2,
0.58,1,0.7,1,1,2,3,1,0.3,1,1,2,2,1,0.83314,1,1,1,1,
0.58,1,0.3,1,1,2,3,1,0.3,1,1,2,2,2,0.9831,1,1,1,1,
0.3,1,0.3,1,1,2,2,2,0.7,2,2,3,2,4,0.96673,1,1,1,2,
0.7,1,0.3,1,1,2,3,2,0.3,1,1,2,2,2,1.0663,1,1,1,1,
0.7,1,0.58,1,1,2,2,1,0.7,2,1,3,2,3,0.96625,1,1,1,2,
0.42,1,0.42,1,1,2,3,1,0.3,1,2,2,1,2,1.7994,1,1,1,1,
0.3,1,0.7,0,1,1,3,2,0.4,1,2,2,2,4,1.2664,1,0,1,1,
0.7,1,0.3,0,1,1,3,2,0.4,1,1,2,2,1,1.6997,1,1,0,1,
0.58,1,0.58,0,1,1,3,1,0.4,1,1,2,1,3,1.9663,1,0,1,1,
0.42,1,0.42,0,1,1,3,1,0.4,1,2,2,1,3,2.4827,1,0,0,1,
0.3,1,0.42,1,1,2,2,1,0.7,2,2,3,2,4,1.8664,1,1,1,2,
0.7,1,0.58,1,1,2,2,1,0.7,2,1,3,2,3,1.2996,1,1,1,2,
0.7,1,0.42,0,1,1,3,2,0.4,1,1,2,1,3,1.4829,1,0,1,1,
0.3,1,0.58,1,1,2,3,2,0.3,1,2,2,1,1,2.366,1,1,1,1,
0.7,1,0.7,0,1,1,3,2,0.4,1,1,2,2,3,1.8495,1,0,1,1,
0.58,1,0.42,1,1,2,2,1,0.7,2,1,3,1,3,5.5152,1,1,1,2,
0.58,1,0.7,0,1,1,2,2,0.6,2,1,3,1,1,1.183,1,0,1,2,
0.42,1,0.3,0,1,2,2,2,0.7,2,2,3,1,3,1.1498,1,1,0,2,
0.7,1,0.58,1,1,1,2,1,0.6,2,1,3,2,3,1.4331,1,1,1,2,
0.7,1,0.42,1,1,2,3,2,0.3,1,1,2,1,2,1.4829,1,1,1,1,
0.42,1,0.42,1,1,1,2,1,0.6,2,2,3,1,4,2.3492,1,1,1,2,
0.58,1,0.7,1,1,2,2,2,0.7,2,1,3,1,3,2.766,1,1,1,2,
0.42,1,0.7,1,1,2,3,1,0.3,1,2,2,2,1,0.81642,1,1,1,1,
0.58,1,0.42,1,1,1,3,1,0.4,1,1,2,1,2,3.3657,1,1,1,1,
0.58,1,0.42,0,1,2,3,1,0.3,1,1,2,1,3,1.8,1,0,1,1,
0.3,1,0.3,0,1,1,3,2,0.4,1,2,2,2,4,2.2992,1,0,1,1,
0.58,1,0.3,1,1,1,2,2,0.6,2,1,3,1,3,2.7324,1,1,1,2,
0.7,1,0.58,1,1,2,3,2,0.3,1,1,2,1,1,0.98322,1,1,1,1,
0.42,1,0.7,0,1,1,3,1,0.4,1,2,2,2,3,1.9496,1,0,0,1,
0.7,1,0.42,0,1,1,2,1,0.6,2,1,3,2,1,1.483,1,0,0,2,
0.58,1,0.58,1,1,1,2,1,0.6,2,1,3,1,3,1.3998,1,1,1,2,
0.42,1,0.42,0,1,1,2,1,0.6,2,2,3,1,3,2.2493,1,1,0,2,
0.42,1,0.3,1,1,1,3,1,0.4,1,2,2,2,2,1.0331,1,1,1,1,
0.58,1,0.3,0,1,1,3,1,0.4,1,1,2,2,1,1.4664,1,1,0,1,
0.58,1,0.7,1,1,1,3,1,0.4,1,1,2,2,1,2.1828,1,1,1,1,
0.3,1,0.42,0,1,1,3,2,0.4,1,2,2,1,4,3.7323,1,0,1,1,
0.42,1,0.7,0,1,1,2,2,0.6,2,2,3,1,3,1.9662,1,1,0,2,
0.58,1,0.7,1,1,1,3,1,0.4,1,1,2,2,1,1.0331,1,1,1,1,
0.58,1,0.3,0,1,1,2,2,0.6,2,1,3,1,2,3.6489,1,0,1,2,
0.42,1,0.58,1,1,1,2,1,0.6,2,2,3,1,4,2.849,1,1,1,2,
0.58,1,0.42,1,1,1,3,1,0.4,1,1,2,1,2,1.1666,1,1,1,1,
0.58,1,0.3,1,1,2,2,2,0.7,2,1,3,1,3,1.7162,1,1,1,2,
0.7,1,0.58,1,1,2,3,2,0.3,1,1,2,1,1,0.84992,1,1,1,1,
0.3,1,0.3,1,1,2,3,2,0.3,1,2,2,2,2,2.6825,1,1,1,1,
0.42,1,0.7,1,1,2,3,1,0.3,1,2,2,2,1,1.2997,1,1,1,1,
0.7,1,0.3,1,1,2,2,2,0.7,2,1,3,2,3,1.2163,1,1,1,2,
0.7,1,0.3,1,1,2,3,2,0.3,1,1,2,2,2,0.93303,1,1,1,1,
0.3,1,0.42,1,1,2,3,2,0.3,1,2,2,1,2,2.1327,1,1,1,1,
0.3,1,0.7,1,1,1,3,2,0.4,1,2,2,2,1,1.7496,1,1,1,1,
0.7,1,0.7,1,1,2,2,2,0.7,2,1,3,2,3,1.1663,1,1,1,2,
0.7,1,0.7,1,1,1,3,2,0.4,1,1,2,2,1,0.8499,1,1,1,1,
0.3,1,0.58,1,1,2,2,1,0.7,2,2,3,2,4,1.0165,1,1,1,2,
0.58,1,0.42,1,1,1,2,1,0.6,2,1,3,1,3,2.2495,1,1,1,2,
0.3,1,0.3,1,1,2,3,2,0.3,1,2,2,2,2,1.0497,1,1,1,1,
0.42,1,0.3,1,1,1,3,1,0.4,1,2,2,2,2,1.0832,1,1,1,1,
0.42,1,0.3,1,1,2,3,1,0.3,1,2,2,2,2,0.96651,1,1,1,1,
0.42,1,0.7,1,1,2,2,2,0.7,2,2,3,1,4,1.1831,1,1,1,2,
0.7,1,0.7,1,1,2,3,2,0.3,1,1,2,2,1,0.93307,1,1,1,1,
0.58,1,0.58,0,1,2,2,1,0.7,2,1,3,1,4,1.183,1,1,0,2,
0.3,1,0.7,1,1,2,2,2,0.7,2,2,3,2,4,1.2998,1,1,1,2,
0.3,1,0.42,1,1,1,2,1,0.6,2,2,3,2,4,1.4163,1,1,1,2,
0.42,1,0.58,1,1,1,3,1,0.4,1,2,2,1,1,1.3164,1,1,1,1,
0.3,1,0.42,1,1,2,3,2,0.3,1,2,2,1,2,1.2663,1,1,1,1,
0.3,1,0.3,1,1,1,3,2,0.4,1,2,2,2,2,0.86673,1,1,1,1,
0.58,1,0.7,0,1,2,2,2,0.7,2,1,3,1,4,1.2162,1,1,0,2,
0.42,1,0.3,1,1,2,3,1,0.3,1,2,2,2,2,0.98309,1,1,1,1,
0.7,1,0.42,1,1,1,2,1,0.6,2,1,3,2,3,2.8662,1,1,1,2,
0.42,1,0.7,0,1,1,2,2,0.6,2,2,3,1,3,2.4328,1,1,0,2,
0.42,1,0.3,0,1,2,2,2,0.7,2,2,3,1,3,2.1495,1,1,0,2,
0.42,1,0.3,0,1,1,2,2,0.6,2,2,3,1,3,2.4494,1,1,0,2,
0.58,1,0.58,1,1,1,2,1,0.6,2,1,3,1,3,2.7325,1,1,1,2,
0.42,1,0.42,0,1,2,2,1,0.7,2,2,3,1,3,1.9493,1,1,0,2,
0.7,1,0.7,1,1,2,2,2,0.7,2,1,3,2,3,3.1324,1,1,1,2,
0.7,1,0.7,1,1,1,2,2,0.6,2,1,3,2,3,1.6661,1,1,1,2,
0.42,1,0.58,0,1,1,3,1,0.4,1,2,2,1,3,1.3999,1,0,0,1,
0.7,1,0.3,0,1,1,2,2,0.6,2,1,3,2,2,1.3162,1,0,1,2,
0.42,1,0.42,0,1,1,3,1,0.4,1,2,2,1,1,2.7658,1,1,0,1,
0.3,1,0.7,1,1,1,2,2,0.6,2,2,3,2,4,3.1492,1,1,1,2,
0.3,1,0.7,0,1,2,2,2,0.7,2,2,3,2,3,2.216,1,1,0,2,
0.3,1,0.7,1,1,2,3,2,0.3,1,2,2,2,1,1.4329,1,1,1,1,
0.58,1,0.42,1,1,1,2,1,0.6,2,1,3,1,3,1.5496,1,1,1,2,
0.42,1,0.7,1,1,1,3,1,0.4,1,2,2,2,1,1.4333,1,1,1,1,
0.42,1,0.7,0,1,2,2,2,0.7,2,2,3,1,3,1.8161,1,1,0,2,
0.58,1,0.3,1,1,1,3,1,0.4,1,1,2,2,2,0.95008,1,1,1,1,
0.42,1,0.58,1,1,2,3,1,0.3,1,2,2,1,1,1.3163,1,1,1,1,
0.3,1,0.58,0,1,2,3,2,0.3,1,2,2,1,2,1.1498,1,1,0,1,
0.58,1,0.42,1,1,2,2,1,0.7,2,1,3,1,3,1.8829,1,1,1,2,
0.7,1,0.7,1,1,1,2,2,0.6,2,1,3,2,3,1.1497,1,1,1,2,
0.7,1,0.42,1,1,1,3,2,0.4,1,1,2,1,2,1.5997,1,1,1,1,
0.7,1,0.58,1,1,1,2,1,0.6,2,1,3,2,3,1.2663,1,1,1,2,
0.3,2,0.7,1,1,1,2,2,0.6,2,2,3,2,4,3.3463,1,1,1,2,
0.3,2,0.3,1,1,1,3,2,0.4,1,2,2,2,2,1.533,1,1,1,1,
0.3,2,0.42,0,1,2,3,2,0.3,1,2,2,1,1,3.6987,1,1,0,1,
0.3,2,0.3,1,1,2,3,2,0.3,1,2,2,2,2,1.7162,1,1,1,1,
0.3,2,0.58,0,1,1,3,2,0.4,1,2,2,1,4,2.5494,1,0,1,1,
0.42,2,0.3,1,1,1,2,2,0.6,2,2,3,1,4,1.3996,1,1,1,2,
0.42,2,0.7,1,1,1,3,1,0.4,1,2,2,2,1,1.1998,1,1,1,1,
0.7,2,0.7,0,1,2,2,2,0.7,2,1,3,2,1,1.2998,1,0,1,2,
0.42,2,0.42,0,1,1,2,1,0.6,2,2,3,1,3,1.4662,1,1,0,2,
0.7,2,0.3,0,1,2,2,2,0.7,2,1,3,2,2,2.7159,1,0,1,2,
0.58,2,0.3,1,1,1,3,1,0.4,1,1,2,2,2,3.3158,1,1,1,1,
0.42,2,0.42,0,1,2,2,1,0.7,2,2,3,1,3,1.3495,1,1,0,2,
0.58,2,0.3,0,1,1,2,2,0.6,2,1,3,1,2,2.1827,1,0,1,2,
0.3,2,0.3,1,1,2,2,2,0.7,2,2,3,2,4,2.5659,1,1,1,2,
0.3,2,0.3,1,1,2,3,2,0.3,1,2,2,2,2,1.9999,1,1,1,1,
0.42,2,0.58,1,1,2,3,1,0.3,1,2,2,1,1,1.1663,1,1,1,1,
0.7,2,0.58,1,1,2,2,1,0.7,2,1,3,2,3,1.1829,1,1,1,2,
0.58,2,0.7,1,1,2,3,1,0.3,1,1,2,2,1,0.74998,1,1,1,1,
0.7,2,0.42,1,1,2,2,1,0.7,2,1,3,2,3,0.88304,1,1,1,2,
0.42,2,0.42,1,1,2,2,1,0.7,2,2,3,1,4,2.4825,1,1,1,2,
0.58,2,0.7,1,1,2,3,1,0.3,1,1,2,2,1,0.83326,1,1,1,1,
0.7,2,0.3,1,1,2,3,2,0.3,1,1,2,2,2,0.78301,1,1,1,1,
0.7,2,0.7,1,1,2,3,2,0.3,1,1,2,2,1,0.93311,1,1,1,1,
0.42,2,0.58,0,1,1,2,1,0.6,2,2,3,1,3,1.0498,1,1,0,2,
0.7,2,0.3,1,1,1,2,2,0.6,2,1,3,2,3,3.2824,1,1,1,2,
0.3,2,0.7,1,1,2,3,2,0.3,1,2,2,2,1,1.2665,1,1,1,1,
0.3,2,0.58,1,1,2,3,2,0.3,1,2,2,1,1,1.4664,1,1,1,1,
0.7,2,0.58,1,1,2,2,1,0.7,2,1,3,2,3,0.95,1,1,1,2,
0.3,2,0.58,0,1,2,2,1,0.7,2,2,3,2,1,1.483,1,0,1,2,
0.42,2,0.58,1,1,1,3,1,0.4,1,2,2,1,1,2.4827,1,1,1,1,
0.7,2,0.7,1,1,1,3,2,0.4,1,1,2,2,1,1.2666,1,1,1,1,
0.7,2,0.58,1,1,1,2,1,0.6,2,1,3,2,3,0.99976,1,1,1,2,
0.42,2,0.3,1,1,1,3,1,0.4,1,2,2,2,2,1.1499,1,1,1,1,
0.58,2,0.58,1,1,1,2,1,0.6,2,1,3,1,3,0.94989,1,1,1,2,
0.42,2,0.58,0,1,2,2,1,0.7,2,2,3,1,3,1.2497,1,1,0,2,
0.58,2,0.58,1,1,2,2,1,0.7,2,1,3,1,3,0.99964,1,1,1,2,
0.7,2,0.42,1,1,1,2,1,0.6,2,1,3,2,3,1.0499,1,1,1,2,
0.58,2,0.7,1,1,1,3,1,0.4,1,1,2,2,1,0.89952,1,1,1,1,
0.58,2,0.3,1,1,2,3,1,0.3,1,1,2,2,2,1.0997,1,1,1,1,
0.42,2,0.42,0,1,1,2,1,0.6,2,2,3,1,3,1.3331,1,1,0,2,
0.7,2,0.58,1,1,1,3,2,0.4,1,1,2,1,1,0.74988,1,1,1,1,
0.42,2,0.7,0,1,2,2,2,0.7,2,2,3,1,3,1.4497,1,1,0,2,
0.42,2,0.58,0,1,1,2,1,0.6,2,2,3,1,3,1.9995,1,1,0,2,
0.42,2,0.42,1,1,2,3,1,0.3,1,2,2,1,2,1.233,1,1,1,1,
0.3,2,0.42,0,1,1,2,1,0.6,2,2,3,2,3,1.0997,1,1,0,2,
0.7,2,0.58,1,1,1,3,2,0.4,1,1,2,1,1,1.0665,1,1,1,1,
0.3,2,0.42,1,1,1,2,1,0.6,2,2,3,2,4,1.7329,1,1,1,2,
0.58,2,0.3,1,1,2,2,2,0.7,2,1,3,1,3,0.9496,1,1,1,2,
0.3,2,0.3,0,1,1,2,2,0.6,2,2,3,2,3,1.2664,1,1,0,2,
0.42,2,0.7,0,1,1,2,2,0.6,2,2,3,1,3,1.0997,1,1,0,2,
0.3,2,0.58,0,1,1,2,1,0.6,2,2,3,2,3,1.1498,1,1,0,2,
0.3,2,0.58,1,1,1,2,1,0.6,2,2,3,2,4,2.0161,1,1,1,2,
0.58,2,0.3,1,1,2,2,2,0.7,2,1,3,1,3,1.0498,1,1,1,2,
0.58,2,0.42,0,1,1,3,1,0.4,1,1,2,1,1,1.2164,1,1,0,1,
0.7,2,0.58,1,1,2,3,2,0.3,1,1,2,1,1,1.0333,1,1,1,1,
0.7,2,0.42,1,1,2,2,1,0.7,2,1,3,2,3,0.99975,1,1,1,2,
0.3,2,0.3,1,1,1,3,2,0.4,1,2,2,2,2,1.6664,1,1,1,1,
0.58,2,0.42,1,1,2,2,1,0.7,2,1,3,1,3,0.89976,1,1,1,2,
0.3,2,0.42,1,1,2,2,1,0.7,2,2,3,2,4,1.0497,1,1,1,2,
0.42,2,0.42,0,1,1,3,1,0.4,1,2,2,1,3,0.86652,1,0,0,1,
0.42,2,0.42,0,1,1,3,1,0.4,1,2,2,1,1,2.9991,1,1,0,1,
0.58,2,0.42,0,1,2,3,1,0.3,1,1,2,1,1,1.7829,1,1,0,1,
0.7,2,0.42,1,1,1,2,1,0.6,2,1,3,2,3,0.94973,1,1,1,2,
0.3,2,0.58,1,1,2,2,1,0.7,2,2,3,2,4,1.2331,1,1,1,2,
0.7,2,0.42,1,1,1,3,2,0.4,1,1,2,1,2,1.233,1,1,1,1,
0.7,2,0.3,0,1,1,3,2,0.4,1,1,2,2,1,1.2498,1,1,0,1,
0.7,2,0.3,1,1,1,3,2,0.4,1,1,2,2,2,4.3488,1,1,1,1,
0.3,2,0.7,1,1,1,3,2,0.4,1,2,2,2,1,1.7161,1,1,1,1,
0.58,2,0.42,1,1,1,2,1,0.6,2,1,3,1,3,1.7497,1,1,1,2,
0.42,2,0.7,1,1,2,3,1,0.3,1,2,2,2,1,1.3997,1,1,1,1,
0.58,2,0.7,1,1,2,2,2,0.7,2,1,3,1,3,1.0829,1,1,1,2,
0.42,2,0.58,0,1,2,2,1,0.7,2,2,3,1,3,1.0329,1,1,0,2,
0.58,2,0.42,0,1,2,3,1,0.3,1,1,2,1,1,1.8996,1,1,0,1,
0.7,2,0.42,1,1,2,3,2,0.3,1,1,2,1,2,1.5163,1,1,1,1,
0.7,2,0.7,1,1,1,2,2,0.6,2,1,3,2,3,1.3662,1,1,1,2,
0.7,2,0.3,0,1,2,2,2,0.7,2,1,3,2,2,0.79996,1,0,1,2,
0.58,2,0.58,1,1,1,3,1,0.4,1,1,2,1,1,3.799,1,1,1,1,
0.58,2,0.58,1,1,1,3,1,0.4,1,1,2,1,1,3.2825,1,1,1,1,
0.7,2,0.7,1,1,2,2,2,0.7,2,1,3,2,3,1.4331,1,1,1,2,
0.42,2,0.3,1,1,2,2,2,0.7,2,2,3,1,4,0.83317,1,1,1,2,
0.58,2,0.58,1,1,2,3,1,0.3,1,1,2,1,1,1.5164,1,1,1,1,
0.42,2,0.7,1,1,2,3,1,0.3,1,2,2,2,1,0.78303,1,1,1,1,
0.3,2,0.42,1,1,1,3,2,0.4,1,2,2,1,2,1.1163,1,1,1,1,
0.42,2,0.3,1,1,2,3,1,0.3,1,2,2,2,2,2.5493,1,1,1,1,
0.58,2,0.42,0,1,1,2,1,0.6,2,1,3,1,4,1.5495,1,1,0,2,
0.42,2,0.3,1,1,1,2,2,0.6,2,2,3,1,4,1.433,1,1,1,2,
0.42,2,0.3,1,1,2,3,1,0.3,1,2,2,2,2,0.96628,1,1,1,1,
0.3,2,0.42,1,1,2,2,1,0.7,2,2,3,2,4,1.0165,1,1,1,2,
0.58,2,0.3,1,1,2,3,1,0.3,1,1,2,2,2,1.0164,1,1,1,1,
0.58,2,0.42,0,1,1,3,1,0.4,1,1,2,1,1,1.2163,1,1,0,1,
0.58,2,0.7,0,1,2,2,2,0.7,2,1,3,1,4,1.2331,1,1,0,2,
0.58,2,0.3,1,1,1,2,2,0.6,2,1,3,1,3,1.2662,1,1,1,2,
0.3,2,0.7,1,1,2,2,2,0.7,2,2,3,2,4,1.0496,1,1,1,2,
0.7,2,0.7,1,1,1,2,2,0.6,2,1,3,2,3,1.1829,1,1,1,2,
0.3,2,0.7,1,1,2,2,2,0.7,2,2,3,2,4,0.79995,1,1,1,2,
0.7,2,0.58,1,1,1,2,1,0.6,2,1,3,2,3,0.86657,1,1,1,2,
0.42,2,0.3,0,1,1,3,1,0.4,1,2,2,2,4,1.0998,1,0,1,1,
0.42,2,0.7,0,1,2,2,2,0.7,2,2,3,1,3,0.88313,1,1,0,2,
0.58,2,0.7,0,1,1,3,1,0.4,1,1,2,2,3,1.0996,1,0,1,1,
0.7,2,0.7,1,1,2,3,2,0.3,1,1,2,2,1,1.2998,1,1,1,1,
0.7,2,0.42,1,1,2,3,2,0.3,1,1,2,1,2,0.91617,1,1,1,1,
0.58,2,0.58,0,1,1,2,1,0.6,2,1,3,1,4,1.4495,1,1,0,2,
0.7,2,0.42,1,1,1,3,2,0.4,1,1,2,1,2,0.81647,1,1,1,1,
0.42,2,0.7,0,1,1,2,2,0.6,2,2,3,1,3,1.4494,1,1,0,2,
0.7,2,0.3,1,1,2,3,2,0.3,1,1,2,2,2,0.8665,1,1,1,1,
0.3,2,0.7,1,1,2,3,2,0.3,1,2,2,2,1,0.86647,1,1,1,1,
0.58,2,0.42,1,1,2,2,1,0.7,2,1,3,1,3,0.94965,1,1,1,2,
0.7,2,0.3,0,1,1,2,2,0.6,2,1,3,2,4,0.9664,1,1,0,2,
0.3,2,0.3,1,1,1,2,2,0.6,2,2,3,2,4,1.1664,1,1,1,2,
0.3,2,0.3,0,1,2,2,2,0.7,2,2,3,2,3,1.5496,1,1,0,2,
0.7,2,0.7,0,1,1,3,2,0.4,1,1,2,2,3,0.68329,1,0,1,1,
0.3,2,0.7,1,1,1,2,2,0.6,2,2,3,2,4,1.5498,1,1,1,2,
0.3,2,0.7,1,1,1,3,2,0.4,1,2,2,2,1,0.8831,1,1,1,1,
0.58,2,0.3,1,1,1,3,1,0.4,1,1,2,2,2,0.6831,1,1,1,1,
0.3,2,0.58,1,1,1,3,2,0.4,1,2,2,1,1,1.3331,1,1,1,1,
0.42,2,0.42,1,1,2,3,1,0.3,1,2,2,1,2,1.1831,1,1,1,1,
0.42,2,0.58,0,1,2,3,1,0.3,1,2,2,1,2,0.75005,1,1,0,1,
0.3,2,0.42,1,1,2,3,2,0.3,1,2,2,1,2,1.133,1,1,1,1,
0.58,2,0.58,1,1,2,3,1,0.3,1,1,2,1,1,1.1496,1,1,1,1,
0.7,2,0.58,1,1,2,3,2,0.3,1,1,2,1,1,4.082,1,1,1,1,
0.42,2,0.7,1,1,1,3,1,0.4,1,2,2,2,1,2.8657,1,1,1,1,
0.42,2,0.3,0,1,2,2,2,0.7,2,2,3,1,2,0.79964,1,0,1,2,
0.58,2,0.58,0,1,2,2,1,0.7,2,1,3,1,4,1.0831,1,1,0,2,
0.58,2,0.7,0,1,1,2,2,0.6,2,1,3,1,4,1.0663,1,1,0,2,
0.3,2,0.58,1,1,2,3,2,0.3,1,2,2,1,1,1.6327,1,1,1,1,
0.3,2,0.42,1,1,1,3,2,0.4,1,2,2,1,2,1.6497,1,1,1,1,
0.58,2,0.7,0,1,1,2,2,0.6,2,1,3,1,4,1.0996,1,1,0,2,
0.42,2,0.58,1,1,1,3,1,0.4,1,2,2,1,1,1.283,1,1,1,1,
0.3,3,0.58,1,1,2,3,2,0.3,1,2,2,1,1,1.2498,1,1,1,1,
0.58,3,0.42,1,1,2,2,1,0.7,2,1,3,1,3,2.3994,1,1,1,2,
0.42,3,0.42,1,1,1,3,1,0.4,1,2,2,1,2,2.1326,1,1,1,1,
0.58,3,0.3,0,1,1,3,1,0.4,1,1,2,2,3,1.3999,1,0,1,1,
0.7,3,0.58,1,1,2,3,2,0.3,1,1,2,1,1,0.79982,1,1,1,1,
0.7,3,0.42,0,1,2,3,2,0.3,1,1,2,1,1,1.6995,1,1,0,1,
0.3,3,0.7,1,1,1,3,2,0.4,1,2,2,2,1,2.0495,1,1,1,1,
0.7,3,0.42,1,1,2,2,1,0.7,2,1,3,2,3,1.4495,1,1,1,2,
0.7,3,0.7,1,1,1,2,2,0.6,2,1,3,2,3,1.333,1,1,1,2,
0.7,3,0.58,1,1,1,3,2,0.4,1,1,2,1,1,1.4831,1,1,1,1,
0.3,3,0.42,1,1,2,2,1,0.7,2,2,3,2,4,0.91632,1,1,1,2,
0.7,3,0.7,1,1,1,2,2,0.6,2,1,3,2,3,1.0165,1,1,1,2,
0.58,3,0.58,1,1,2,3,1,0.3,1,1,2,1,1,0.83318,1,1,1,1,
0.3,3,0.3,1,1,1,2,2,0.6,2,2,3,2,4,1.7161,1,1,1,2,
0.42,3,0.3,1,1,2,3,1,0.3,1,2,2,2,2,1.1164,1,1,1,1,
0.7,3,0.42,1,1,1,2,1,0.6,2,1,3,2,3,1.0164,1,1,1,2,
0.42,3,0.7,0,1,2,2,2,0.7,2,2,3,1,3,0.93314,1,1,0,2,
0.3,3,0.58,1,1,2,2,1,0.7,2,2,3,2,4,0.9502,1,1,1,2,
0.58,3,0.7,1,1,2,3,1,0.3,1,1,2,2,1,1.0832,1,1,1,1,
0.7,3,0.7,1,1,1,3,2,0.4,1,1,2,2,1,1.3663,1,1,1,1,
0.7,3,0.58,1,1,1,3,2,0.4,1,1,2,1,1,0.76692,1,1,1,1,
0.7,3,0.42,0,1,1,3,2,0.4,1,1,2,1,3,3.7823,1,0,1,1,
0.3,3,0.58,1,1,2,3,2,0.3,1,2,2,1,1,1.083,1,1,1,1,
0.42,3,0.42,0,1,2,3,1,0.3,1,2,2,1,1,0.66671,1,1,0,1,
0.42,3,0.7,0,1,1,2,2,0.6,2,2,3,1,3,0.93304,1,1,0,2,
0.42,3,0.7,1,1,1,3,1,0.4,1,2,2,2,1,2.0493,1,1,1,1,
0.7,3,0.58,1,1,2,2,1,0.7,2,1,3,2,3,0.94973,1,1,1,2,
0.42,3,0.3,1,1,1,3,1,0.4,1,2,2,2,2,0.86653,1,1,1,1,
0.7,3,0.42,1,1,1,3,2,0.4,1,1,2,1,2,3.449,1,1,1,1,
0.42,3,0.7,1,1,2,3,1,0.3,1,2,2,2,1,0.89996,1,1,1,1,
0.42,3,0.58,1,1,2,3,1,0.3,1,2,2,1,1,0.56673,1,1,1,1,
0.7,3,0.58,1,1,2,3,2,0.3,1,1,2,1,1,0.78309,1,1,1,1,
0.58,3,0.7,1,1,1,3,1,0.4,1,1,2,2,1,0.61649,1,1,1,1,
0.58,3,0.3,1,1,1,2,2,0.6,2,1,3,1,3,1.183,1,1,1,2,
