,anglePer,blockN,colorPer,correct,highDim,highDimCoh,irrDim,irrDimCoh,lineCoh,lineDir,angleOption,lowDim,lowDimCoh,response,rxtime,subj,isHighCorrect,isLowCorrect,lineOption,Unnamed: 19,rt,stim,subj_idx,cond,cond2
5168,0.58,1,0.3,1,1,2,2,2,0.7,2,1,3,1,3,3.5748,11,1,1,2,,3.5748,13,10,221,21
5169,0.7,1,0.42,0,1,2,3,2,0.3,1,1,2,1,0,2.4608,11,0,0,1,,2.4608,12,10,221,21
5170,0.7,1,0.42,0,1,2,3,2,0.3,1,1,2,1,2,3.3753,11,1,0,1,,3.3753,12,10,221,21
5171,0.7,1,0.58,1,1,1,2,1,0.6,2,1,3,2,3,3.2257,11,1,1,2,,3.2257,13,10,112,12
5172,0.3,1,0.3,1,1,1,2,2,0.6,2,2,3,2,3,3.9071,11,1,1,2,,3.9071,13,10,122,12
5173,0.7,1,0.58,1,1,2,3,2,0.3,1,1,2,1,3,1.7293,11,1,1,1,,1.7293,12,10,221,21
5174,0.42,1,0.42,1,1,1,3,1,0.4,1,2,2,1,3,3.3253,11,1,1,1,,3.3253,12,10,111,11
5175,0.42,1,0.58,0,1,2,2,1,0.7,2,2,3,1,2,5.337000000000001,11,1,0,2,,5.337000000000001,13,10,211,21
5176,0.3,1,0.7,1,1,2,3,2,0.3,1,2,2,2,3,2.6934,11,1,1,1,,2.6934,12,10,222,22
5177,0.42,1,0.42,1,1,2,3,1,0.3,1,2,2,1,3,4.323,11,1,1,1,,4.323,12,10,211,21
5178,0.42,1,0.42,1,1,2,2,1,0.7,2,2,3,1,3,6.2183,11,1,1,2,,6.2183,13,10,211,21
5179,0.58,1,0.7,1,1,1,2,2,0.6,2,1,3,1,3,1.879,11,1,1,2,,1.879,13,10,121,11
5180,0.3,1,0.42,1,1,2,3,2,0.3,1,2,2,1,3,3.6082,11,1,1,1,,3.6082,12,10,221,21
5181,0.7,1,0.3,0,1,2,2,2,0.7,2,1,3,2,2,4.9713,11,1,0,2,,4.9713,13,10,222,22
5182,0.7,1,0.58,1,1,2,2,1,0.7,2,1,3,2,3,1.4798,11,1,1,2,,1.4798,13,10,212,22
5183,0.3,1,0.42,0,1,2,2,1,0.7,2,2,3,2,2,1.4132,11,1,0,2,,1.4132,13,10,212,22
5184,0.58,1,0.7,1,1,2,3,1,0.3,1,1,2,2,3,6.3181,11,1,1,1,,6.3181,12,10,212,22
5185,0.58,1,0.58,0,1,1,3,1,0.4,1,1,2,1,2,4.1399,11,1,0,1,,4.1399,12,10,111,11
5186,0.58,1,0.42,1,1,2,3,1,0.3,1,1,2,1,3,0.81466,11,1,1,1,,0.81466,12,10,211,21
5187,0.58,1,0.3,1,1,1,3,1,0.4,1,1,2,2,3,0.78135,11,1,1,1,,0.78135,12,10,112,12
5188,0.42,1,0.58,1,1,1,3,1,0.4,1,2,2,1,3,1.9954,11,1,1,1,,1.9954,12,10,111,11
5189,0.58,1,0.7,1,1,1,3,1,0.4,1,1,2,2,3,0.64854,11,1,1,1,,0.64854,12,10,112,12
5190,0.3,1,0.3,1,1,1,3,2,0.4,1,2,2,2,3,0.89799,11,1,1,1,,0.89799,12,10,122,12
5191,0.3,1,0.58,1,1,2,2,1,0.7,2,2,3,2,3,2.444,11,1,1,2,,2.444,13,10,212,22
5192,0.58,1,0.3,1,1,2,2,2,0.7,2,1,3,1,3,2.3443,11,1,1,2,,2.3443,13,10,221,21
5193,0.58,1,0.7,1,1,1,2,2,0.6,2,1,3,1,3,1.2469,11,1,1,2,,1.2469,13,10,121,11
5194,0.7,1,0.3,1,1,2,2,2,0.7,2,1,3,2,3,2.1615,11,1,1,2,,2.1615,13,10,222,22
5195,0.42,1,0.58,1,1,2,3,1,0.3,1,2,2,1,3,2.5106,11,1,1,1,,2.5106,12,10,211,21
5196,0.58,1,0.58,1,1,2,3,1,0.3,1,1,2,1,3,4.1065,11,1,1,1,,4.1065,12,10,211,21
5197,0.58,1,0.7,1,1,2,3,1,0.3,1,1,2,2,3,0.8312700000000001,11,1,1,1,,0.8312700000000001,12,10,212,22
5198,0.3,1,0.7,1,1,1,3,2,0.4,1,2,2,2,3,0.6983600000000001,11,1,1,1,,0.6983600000000001,12,10,122,12
5199,0.3,1,0.42,0,1,1,2,1,0.6,2,2,3,2,2,5.0544,11,1,0,2,,5.0544,13,10,112,12
5200,0.3,1,0.58,1,1,1,3,2,0.4,1,2,2,1,3,2.5273,11,1,1,1,,2.5273,12,10,121,11
5201,0.7,1,0.3,1,1,1,2,2,0.6,2,1,3,2,3,6.0022,11,1,1,2,,6.0022,13,10,122,12
5202,0.7,1,0.7,1,1,2,2,2,0.7,2,1,3,2,3,0.898,11,1,1,2,,0.898,13,10,222,22
5203,0.58,1,0.58,1,1,2,2,1,0.7,2,1,3,1,3,1.0143,11,1,1,2,,1.0143,13,10,211,21
5204,0.58,1,0.3,1,1,1,2,2,0.6,2,1,3,1,3,0.81481,11,1,1,2,,0.81481,13,10,121,11
5205,0.3,1,0.3,0,1,2,2,2,0.7,2,2,3,2,2,2.2945,11,1,0,2,,2.2945,13,10,222,22
5206,0.3,1,0.7,0,1,2,3,2,0.3,1,2,2,2,1,0.99779,11,0,1,1,,0.99779,12,10,222,22
5207,0.42,1,0.42,0,1,2,2,1,0.7,2,2,3,1,2,5.7527,11,1,0,2,,5.7527,13,10,211,21
5208,0.58,1,0.3,1,1,1,3,1,0.4,1,1,2,2,3,2.4111,11,1,1,1,,2.4111,12,10,112,12
5209,0.42,1,0.58,1,1,1,2,1,0.6,2,2,3,1,3,5.0213,11,1,1,2,,5.0213,13,10,111,11
5210,0.58,1,0.42,1,1,2,3,1,0.3,1,1,2,1,3,3.1592,11,1,1,1,,3.1592,12,10,211,21
5211,0.7,1,0.7,1,1,2,3,2,0.3,1,1,2,2,3,1.0973,11,1,1,1,,1.0973,12,10,222,22
5212,0.7,1,0.42,1,1,2,2,1,0.7,2,1,3,2,3,2.4443,11,1,1,2,,2.4443,13,10,212,22
5213,0.7,1,0.7,0,1,1,2,2,0.6,2,1,3,2,2,4.7053,11,1,0,2,,4.7053,13,10,122,12
5214,0.3,1,0.7,1,1,1,2,2,0.6,2,2,3,2,3,1.7458,11,1,1,2,,1.7458,13,10,122,12
5215,0.7,1,0.7,1,1,1,3,2,0.4,1,1,2,2,3,1.7624,11,1,1,1,,1.7624,12,10,122,12
5216,0.7,1,0.42,1,1,1,2,1,0.6,2,1,3,2,3,2.4776,11,1,1,2,,2.4776,13,10,112,12
5217,0.7,1,0.3,1,1,1,3,2,0.4,1,1,2,2,3,2.1283,11,1,1,1,,2.1283,12,10,122,12
5218,0.42,1,0.3,1,1,1,3,1,0.4,1,2,2,2,3,1.9952,11,1,1,1,,1.9952,12,10,112,12
5219,0.7,1,0.42,0,1,1,3,2,0.4,1,1,2,1,2,1.4467,11,1,0,1,,1.4467,12,10,121,11
5220,0.7,1,0.42,0,1,1,3,2,0.4,1,1,2,1,2,1.1475,11,1,0,1,,1.1475,12,10,121,11
5221,0.7,1,0.3,1,1,1,3,2,0.4,1,1,2,2,3,0.98098,11,1,1,1,,0.98098,12,10,122,12
5222,0.58,1,0.3,1,1,1,2,2,0.6,2,1,3,1,3,5.0545,11,1,1,2,,5.0545,13,10,121,11
5223,0.58,1,0.42,1,1,2,2,1,0.7,2,1,3,1,3,1.2304,11,1,1,2,,1.2304,13,10,211,21
5224,0.3,1,0.42,0,1,2,3,2,0.3,1,2,2,1,2,2.7268,11,1,0,1,,2.7268,12,10,221,21
5225,0.7,1,0.58,1,1,1,2,1,0.6,2,1,3,2,3,1.9288,11,1,1,2,,1.9288,13,10,112,12
5226,0.7,1,0.42,1,1,1,2,1,0.6,2,1,3,2,3,1.2303,11,1,1,2,,1.2303,13,10,112,12
5227,0.42,1,0.3,1,1,2,3,1,0.3,1,2,2,2,3,1.6627,11,1,1,1,,1.6627,12,10,212,22
5228,0.3,1,0.42,1,1,1,2,1,0.6,2,2,3,2,3,4.4559,11,1,1,2,,4.4559,13,10,112,12
5229,0.58,1,0.42,0,1,1,2,1,0.6,2,1,3,1,2,2.9263,11,1,0,2,,2.9263,13,10,111,11
5230,0.3,1,0.3,1,1,2,2,2,0.7,2,2,3,2,3,2.4939,11,1,1,2,,2.4939,13,10,222,22
5231,0.7,1,0.58,0,1,2,2,1,0.7,2,1,3,2,0,2.5439,11,0,0,2,,2.5439,13,10,212,22
5232,0.42,1,0.3,1,1,2,3,1,0.3,1,2,2,2,3,8.28,11,1,1,1,,8.28,12,10,212,22
5233,0.42,1,0.3,0,1,2,2,2,0.7,2,2,3,1,2,5.6363,11,1,0,2,,5.6363,13,10,221,21
5234,0.7,1,0.3,1,1,1,2,2,0.6,2,1,3,2,3,1.2969,11,1,1,2,,1.2969,13,10,122,12
5235,0.58,1,0.58,1,1,1,2,1,0.6,2,1,3,1,3,1.2139,11,1,1,2,,1.2139,13,10,111,11
5236,0.42,1,0.3,1,1,1,2,2,0.6,2,2,3,1,3,4.0568,11,1,1,2,,4.0568,13,10,121,11
5237,0.58,1,0.58,1,1,1,3,1,0.4,1,1,2,1,3,1.2303,11,1,1,1,,1.2303,12,10,111,11
5238,0.42,1,0.7,1,1,1,2,2,0.6,2,2,3,1,3,6.3846,11,1,1,2,,6.3846,13,10,121,11
5239,0.42,1,0.58,1,1,1,3,1,0.4,1,2,2,1,3,4.1899,11,1,1,1,,4.1899,12,10,111,11
5240,0.7,1,0.3,1,1,2,3,2,0.3,1,1,2,2,3,0.7151,11,1,1,1,,0.7151,12,10,222,22
5241,0.3,1,0.58,0,1,2,2,1,0.7,2,2,3,2,2,2.7435,11,1,0,2,,2.7435,13,10,212,22
5242,0.42,1,0.58,1,1,2,3,1,0.3,1,2,2,1,3,3.3421,11,1,1,1,,3.3421,12,10,211,21
5243,0.42,1,0.7,0,1,2,2,2,0.7,2,2,3,1,2,5.6031,11,1,0,2,,5.6031,13,10,221,21
5244,0.42,1,0.7,1,1,2,3,1,0.3,1,2,2,2,3,7.8312,11,1,1,1,,7.8312,12,10,212,22
5245,0.58,1,0.42,1,1,1,2,1,0.6,2,1,3,1,3,3.9075,11,1,1,2,,3.9075,13,10,111,11
5246,0.42,1,0.42,0,1,1,3,1,0.4,1,2,2,1,2,4.1069,11,1,0,1,,4.1069,12,10,111,11
5247,0.58,2,0.3,0,1,1,2,2,0.6,2,1,3,1,2,5.0877,11,1,0,2,,5.0877,13,10,121,11
5248,0.7,2,0.3,1,1,2,3,2,0.3,1,1,2,2,3,3.6412,11,1,1,1,,3.6412,12,10,222,22
5249,0.42,2,0.42,1,1,2,2,1,0.7,2,2,3,1,3,3.0261,11,1,1,2,,3.0261,13,10,211,21
5250,0.3,2,0.7,1,1,2,3,2,0.3,1,2,2,2,3,2.1115,11,1,1,1,,2.1115,12,10,222,22
5251,0.3,2,0.42,1,1,2,3,2,0.3,1,2,2,1,3,4.3563,11,1,1,1,,4.3563,12,10,221,21
5252,0.3,2,0.42,1,1,1,3,2,0.4,1,2,2,1,3,2.6768,11,1,1,1,,2.6768,12,10,121,11
5253,0.7,2,0.3,1,1,1,3,2,0.4,1,1,2,2,3,1.8289,11,1,1,1,,1.8289,12,10,122,12
5254,0.42,2,0.58,0,1,1,2,1,0.6,2,2,3,1,2,5.3205,11,1,0,2,,5.3205,13,10,111,11
5255,0.3,2,0.42,1,1,1,2,1,0.6,2,2,3,2,3,1.829,11,1,1,2,,1.829,13,10,112,12
5256,0.58,2,0.58,1,1,1,3,1,0.4,1,1,2,1,3,4.5225,11,1,1,1,,4.5225,12,10,111,11
5257,0.42,2,0.3,0,1,1,2,2,0.6,2,2,3,1,2,2.9760000000000004,11,1,0,2,,2.9760000000000004,13,10,121,11
5258,0.3,2,0.7,1,1,1,3,2,0.4,1,2,2,2,3,5.0379,11,1,1,1,,5.0379,12,10,122,12
5259,0.42,2,0.3,1,1,1,3,1,0.4,1,2,2,2,3,1.297,11,1,1,1,,1.297,12,10,112,12
5260,0.58,2,0.58,1,1,1,2,1,0.6,2,1,3,1,3,9.0947,11,1,1,2,,9.0947,13,10,111,11
5261,0.3,2,0.42,1,1,2,3,2,0.3,1,2,2,1,3,1.3136,11,1,1,1,,1.3136,12,10,221,21
5262,0.7,2,0.58,1,1,1,2,1,0.6,2,1,3,2,3,5.6862,11,1,1,2,,5.6862,13,10,112,12
5263,0.7,2,0.58,1,1,2,3,2,0.3,1,1,2,1,3,1.8788,11,1,1,1,,1.8788,12,10,221,21
5264,0.7,2,0.7,1,1,2,3,2,0.3,1,1,2,2,3,1.0477,11,1,1,1,,1.0477,12,10,222,22
5265,0.42,2,0.7,0,1,2,2,2,0.7,2,2,3,1,2,3.375,11,1,0,2,,3.375,13,10,221,21
5266,0.58,2,0.7,1,1,2,2,2,0.7,2,1,3,1,3,1.4466,11,1,1,2,,1.4466,13,10,221,21
5267,0.58,2,0.42,1,1,1,2,1,0.6,2,1,3,1,3,1.4633,11,1,1,2,,1.4633,13,10,111,11
5268,0.7,2,0.42,0,1,2,2,1,0.7,2,1,3,2,2,3.5748,11,1,0,2,,3.5748,13,10,212,22
5269,0.3,2,0.7,0,1,2,2,2,0.7,2,2,3,2,2,1.3135,11,1,0,2,,1.3135,13,10,222,22
5270,0.7,2,0.3,1,1,2,2,2,0.7,2,1,3,2,3,1.9287,11,1,1,2,,1.9287,13,10,222,22
5271,0.42,2,0.58,1,1,2,3,1,0.3,1,2,2,1,3,6.1185,11,1,1,1,,6.1185,12,10,211,21
5272,0.3,2,0.3,1,1,1,3,2,0.4,1,2,2,2,3,0.73153,11,1,1,1,,0.73153,12,10,122,12
5273,0.3,2,0.7,0,1,1,2,2,0.6,2,2,3,2,1,0.74834,11,0,1,2,,0.74834,13,10,122,12
5274,0.3,2,0.7,1,1,2,3,2,0.3,1,2,2,2,3,1.7959,11,1,1,1,,1.7959,12,10,222,22
5275,0.42,2,0.7,1,1,2,3,1,0.3,1,2,2,2,3,0.81484,11,1,1,1,,0.81484,12,10,212,22
5276,0.3,2,0.3,1,1,2,3,2,0.3,1,2,2,2,3,0.79832,11,1,1,1,,0.79832,12,10,222,22
5277,0.42,2,0.3,1,1,1,2,2,0.6,2,2,3,1,3,6.1685,11,1,1,2,,6.1685,13,10,121,11
5278,0.7,2,0.7,1,1,1,2,2,0.6,2,1,3,2,3,1.38,11,1,1,2,,1.38,13,10,122,12
5279,0.58,2,0.3,1,1,2,3,1,0.3,1,1,2,2,3,4.0071,11,1,1,1,,4.0071,12,10,212,22
5280,0.42,2,0.7,1,1,1,3,1,0.4,1,2,2,2,3,1.0973,11,1,1,1,,1.0973,12,10,112,12
5281,0.58,2,0.58,1,1,2,3,1,0.3,1,1,2,1,3,2.1781,11,1,1,1,,2.1781,12,10,211,21
5282,0.7,2,0.58,1,1,2,2,1,0.7,2,1,3,2,3,4.2233,11,1,1,2,,4.2233,13,10,212,22
5283,0.42,2,0.58,1,1,1,2,1,0.6,2,2,3,1,3,2.6768,11,1,1,2,,2.6768,13,10,111,11
5284,0.3,2,0.58,1,1,2,3,2,0.3,1,2,2,1,3,1.8622,11,1,1,1,,1.8622,12,10,221,21
5285,0.3,2,0.58,1,1,1,3,2,0.4,1,2,2,1,3,1.9121,11,1,1,1,,1.9121,12,10,121,11
5286,0.58,2,0.42,1,1,2,2,1,0.7,2,1,3,1,3,6.8502,11,1,1,2,,6.8502,13,10,211,21
5287,0.3,2,0.3,1,1,1,2,2,0.6,2,2,3,2,3,2.2114,11,1,1,2,,2.2114,13,10,122,12
5288,0.7,2,0.7,1,1,2,3,2,0.3,1,1,2,2,3,2.4276,11,1,1,1,,2.4276,12,10,222,22
5289,0.42,2,0.58,0,1,2,3,1,0.3,1,2,2,1,2,2.7767,11,1,0,1,,2.7767,12,10,211,21
5290,0.42,2,0.3,1,1,2,2,2,0.7,2,2,3,1,3,3.2256,11,1,1,2,,3.2256,13,10,221,21
5291,0.42,2,0.58,1,1,2,2,1,0.7,2,2,3,1,3,2.5439,11,1,1,2,,2.5439,13,10,211,21
5292,0.7,2,0.3,1,1,2,3,2,0.3,1,1,2,2,3,1.1306,11,1,1,1,,1.1306,12,10,222,22
5293,0.7,2,0.58,1,1,2,3,2,0.3,1,1,2,1,3,1.2304,11,1,1,1,,1.2304,12,10,221,21
5294,0.42,2,0.3,1,1,2,3,1,0.3,1,2,2,2,3,0.94763,11,1,1,1,,0.94763,12,10,212,22
5295,0.42,2,0.7,0,1,1,2,2,0.6,2,2,3,1,2,4.1067,11,1,0,2,,4.1067,13,10,121,11
5296,0.58,2,0.58,0,1,2,2,1,0.7,2,1,3,1,2,2.2279,11,1,0,2,,2.2279,13,10,211,21
5297,0.3,2,0.42,0,1,1,2,1,0.6,2,2,3,2,2,2.8765,11,1,0,2,,2.8765,13,10,112,12
5298,0.7,2,0.7,1,1,1,3,2,0.4,1,1,2,2,3,1.8955,11,1,1,1,,1.8955,12,10,122,12
5299,0.7,2,0.7,1,1,2,2,2,0.7,2,1,3,2,3,2.278,11,1,1,2,,2.278,13,10,222,22
5300,0.42,2,0.42,0,1,2,2,1,0.7,2,2,3,1,2,1.7792,11,1,0,2,,1.7792,13,10,211,21
5301,0.7,2,0.7,0,1,2,2,2,0.7,2,1,3,2,2,3.7743,11,1,0,2,,3.7743,13,10,222,22
5302,0.3,2,0.7,1,1,1,2,2,0.6,2,2,3,2,3,6.1517,11,1,1,2,,6.1517,13,10,122,12
5303,0.42,2,0.42,1,1,1,3,1,0.4,1,2,2,1,3,5.0543,11,1,1,1,,5.0543,12,10,111,11
5304,0.7,2,0.58,1,1,1,3,2,0.4,1,1,2,1,3,1.0309,11,1,1,1,,1.0309,12,10,121,11
5305,0.42,2,0.7,1,1,2,3,1,0.3,1,2,2,2,3,0.6816800000000001,11,1,1,1,,0.6816800000000001,12,10,212,22
5306,0.58,2,0.7,1,1,2,3,1,0.3,1,1,2,2,3,0.6985,11,1,1,1,,0.6985,12,10,212,22
5307,0.42,2,0.58,1,1,1,3,1,0.4,1,2,2,1,3,0.76493,11,1,1,1,,0.76493,12,10,111,11
5308,0.7,2,0.58,1,1,1,3,2,0.4,1,1,2,1,3,0.51551,11,1,1,1,,0.51551,12,10,121,11
5309,0.3,2,0.42,1,1,1,3,2,0.4,1,2,2,1,3,1.8953,11,1,1,1,,1.8953,12,10,121,11
5310,0.3,2,0.3,1,1,1,3,2,0.4,1,2,2,2,3,0.63175,11,1,1,1,,0.63175,12,10,122,12
5311,0.42,2,0.42,0,1,2,3,1,0.3,1,2,2,1,2,4.0735,11,1,0,1,,4.0735,12,10,211,21
5312,0.42,2,0.7,0,1,1,2,2,0.6,2,2,3,1,1,0.7649,11,0,1,2,,0.7649,13,10,121,11
5313,0.58,2,0.42,1,1,2,2,1,0.7,2,1,3,1,3,4.0401,11,1,1,2,,4.0401,13,10,211,21
5314,0.58,2,0.58,1,1,2,2,1,0.7,2,1,3,1,3,2.3278,11,1,1,2,,2.3278,13,10,211,21
5315,0.7,2,0.58,1,1,1,2,1,0.6,2,1,3,2,3,5.7862,11,1,1,2,,5.7862,13,10,112,12
5316,0.42,2,0.7,1,1,1,3,1,0.4,1,2,2,2,3,1.3302,11,1,1,1,,1.3302,12,10,112,12
5317,0.58,2,0.42,1,1,2,3,1,0.3,1,1,2,1,3,2.2611,11,1,1,1,,2.2611,12,10,211,21
5318,0.7,2,0.42,1,1,1,2,1,0.6,2,1,3,2,3,2.4277,11,1,1,2,,2.4277,13,10,112,12
5319,0.3,2,0.42,1,1,2,2,1,0.7,2,2,3,2,3,2.0618,11,1,1,2,,2.0618,13,10,212,22
5320,0.7,2,0.42,1,1,1,3,2,0.4,1,1,2,1,3,1.7458,11,1,1,1,,1.7458,12,10,121,11
5321,0.3,2,0.3,1,1,2,3,2,0.3,1,2,2,2,3,0.9478700000000001,11,1,1,1,,0.9478700000000001,12,10,222,22
5322,0.58,2,0.7,1,1,1,3,1,0.4,1,1,2,2,3,0.7481300000000001,11,1,1,1,,0.7481300000000001,12,10,112,12
5323,0.7,2,0.3,1,1,1,2,2,0.6,2,1,3,2,3,2.677,11,1,1,2,,2.677,13,10,122,12
5324,0.3,2,0.3,1,1,2,2,2,0.7,2,2,3,2,3,3.7742,11,1,1,2,,3.7742,13,10,222,22
5325,0.7,2,0.42,1,1,2,2,1,0.7,2,1,3,2,3,4.4393,11,1,1,2,,4.4393,13,10,212,22
5326,0.58,2,0.3,0,1,1,2,2,0.6,2,1,3,1,2,4.8216,11,1,0,2,,4.8216,13,10,121,11
5327,0.58,2,0.42,1,1,1,3,1,0.4,1,1,2,1,3,1.1472,11,1,1,1,,1.1472,12,10,111,11
5328,0.42,2,0.42,1,1,1,2,1,0.6,2,2,3,1,3,8.6124,11,1,1,2,,8.6124,13,10,111,11
5329,0.7,2,0.58,1,1,2,2,1,0.7,2,1,3,2,3,2.1783,11,1,1,2,,2.1783,13,10,212,22
5330,0.58,2,0.7,1,1,2,2,2,0.7,2,1,3,1,3,1.8954,11,1,1,2,,1.8954,13,10,221,21
5331,0.42,2,0.58,1,1,1,3,1,0.4,1,2,2,1,3,2.1448,11,1,1,1,,2.1448,12,10,111,11
5332,0.7,2,0.3,1,1,1,3,2,0.4,1,1,2,2,3,0.9311299999999999,11,1,1,1,,0.9311299999999999,12,10,122,12
5333,0.42,2,0.42,0,1,2,3,1,0.3,1,2,2,1,2,2.0783,11,1,0,1,,2.0783,12,10,211,21
5334,0.7,2,0.42,1,1,2,3,2,0.3,1,1,2,1,3,1.5797,11,1,1,1,,1.5797,12,10,221,21
5335,0.3,2,0.58,0,1,2,2,1,0.7,2,2,3,2,2,2.0783,11,1,0,2,,2.0783,13,10,212,22
5336,0.7,2,0.42,1,1,2,3,2,0.3,1,1,2,1,3,6.5842,11,1,1,1,,6.5842,12,10,221,21
5337,0.7,2,0.42,0,1,1,3,2,0.4,1,1,2,1,2,0.99774,11,1,0,1,,0.99774,12,10,121,11
5338,0.58,2,0.58,0,1,1,2,1,0.6,2,1,3,1,2,7.0661,11,1,0,2,,7.0661,13,10,111,11
5339,0.58,2,0.3,1,1,2,3,1,0.3,1,1,2,2,3,1.114,11,1,1,1,,1.114,12,10,212,22
5340,0.42,2,0.42,1,1,1,2,1,0.6,2,2,3,1,3,8.0639,11,1,1,2,,8.0639,13,10,111,11
5341,0.58,2,0.42,1,1,1,3,1,0.4,1,1,2,1,3,3.4915,11,1,1,1,,3.4915,12,10,111,11
5342,0.42,2,0.3,1,1,1,3,1,0.4,1,2,2,2,3,1.5295,11,1,1,1,,1.5295,12,10,112,12
5343,0.42,2,0.58,1,1,2,2,1,0.7,2,2,3,1,3,6.4013,11,1,1,2,,6.4013,13,10,211,21
5344,0.58,2,0.3,1,1,2,2,2,0.7,2,1,3,1,3,2.2446,11,1,1,2,,2.2446,13,10,221,21
5345,0.58,2,0.3,1,1,1,3,1,0.4,1,1,2,2,3,1.3636,11,1,1,1,,1.3636,12,10,112,12
5346,0.3,2,0.3,1,1,1,2,2,0.6,2,2,3,2,3,4.4725,11,1,1,2,,4.4725,13,10,122,12
5347,0.42,2,0.42,0,1,1,3,1,0.4,1,2,2,1,2,1.9288,11,1,0,1,,1.9288,12,10,111,11
5348,0.58,2,0.3,1,1,2,2,2,0.7,2,1,3,1,3,2.3774,11,1,1,2,,2.3774,13,10,221,21
5349,0.3,2,0.58,0,1,1,2,1,0.6,2,2,3,2,2,4.0404,11,1,0,2,,4.0404,13,10,112,12
5350,0.58,2,0.42,1,1,1,2,1,0.6,2,1,3,1,3,1.7956,11,1,1,2,,1.7956,13,10,111,11
5351,0.3,2,0.58,0,1,1,3,2,0.4,1,2,2,1,2,2.9096,11,1,0,1,,2.9096,12,10,121,11
5352,0.42,2,0.7,1,1,2,2,2,0.7,2,2,3,1,3,4.7884,11,1,1,2,,4.7884,13,10,221,21
5353,0.58,2,0.42,1,1,2,3,1,0.3,1,1,2,1,3,1.4466,11,1,1,1,,1.4466,12,10,211,21
5354,0.58,2,0.7,1,1,1,2,2,0.6,2,1,3,1,3,2.2947,11,1,1,2,,2.2947,13,10,121,11
5355,0.7,2,0.3,1,1,2,2,2,0.7,2,1,3,2,3,1.38,11,1,1,2,,1.38,13,10,222,22
5356,0.3,2,0.3,1,1,2,2,2,0.7,2,2,3,2,3,3.924,11,1,1,2,,3.924,13,10,222,22
5357,0.3,2,0.7,1,1,1,3,2,0.4,1,2,2,2,3,1.9619,11,1,1,1,,1.9619,12,10,122,12
5358,0.58,2,0.58,1,1,1,3,1,0.4,1,1,2,1,3,2.8931,11,1,1,1,,2.8931,12,10,111,11
5359,0.58,2,0.58,1,1,2,3,1,0.3,1,1,2,1,3,1.2637,11,1,1,1,,1.2637,12,10,211,21
5360,0.7,2,0.7,1,1,1,2,2,0.6,2,1,3,2,3,3.4914,11,1,1,2,,3.4914,13,10,122,12
5361,0.3,2,0.42,1,1,2,2,1,0.7,2,2,3,2,3,2.3277,11,1,1,2,,2.3277,13,10,212,22
5362,0.42,2,0.3,1,1,2,3,1,0.3,1,2,2,2,3,2.1616,11,1,1,1,,2.1616,12,10,212,22
5363,0.3,2,0.58,0,1,2,2,1,0.7,2,2,3,2,2,2.6436,11,1,0,2,,2.6436,13,10,212,22
5364,0.42,2,0.3,1,1,2,2,2,0.7,2,2,3,1,3,4.7885,11,1,1,2,,4.7885,13,10,221,21
5365,0.3,2,0.7,1,1,2,2,2,0.7,2,2,3,2,3,2.8431,11,1,1,2,,2.8431,13,10,222,22
5366,0.58,2,0.3,1,1,1,3,1,0.4,1,1,2,2,3,1.1805,11,1,1,1,,1.1805,12,10,112,12
5367,0.7,2,0.7,1,1,1,3,2,0.4,1,1,2,2,3,1.879,11,1,1,1,,1.879,12,10,122,12
5368,0.58,2,0.7,0,1,1,2,2,0.6,2,1,3,1,2,4.9714,11,1,0,2,,4.9714,13,10,121,11
5369,0.58,2,0.7,1,1,2,3,1,0.3,1,1,2,2,3,0.8313299999999999,11,1,1,1,,0.8313299999999999,12,10,212,22
5370,0.3,2,0.58,0,1,1,2,1,0.6,2,2,3,2,2,5.3205,11,1,0,2,,5.3205,13,10,112,12
5371,0.58,2,0.7,1,1,1,3,1,0.4,1,1,2,2,3,1.463,11,1,1,1,,1.463,12,10,112,12
5372,0.7,2,0.42,1,1,1,2,1,0.6,2,1,3,2,3,5.8029,11,1,1,2,,5.8029,13,10,112,12
5373,0.3,2,0.58,0,1,2,3,2,0.3,1,2,2,1,2,2.5106,11,1,0,1,,2.5106,12,10,221,21
5374,0.7,2,0.3,0,1,1,2,2,0.6,2,1,3,2,2,4.5558,11,1,0,2,,4.5558,13,10,122,12
5375,0.42,3,0.7,1,1,1,3,1,0.4,1,2,2,2,3,1.4133,11,1,1,1,,1.4133,12,10,112,12
5376,0.58,3,0.42,0,1,1,3,1,0.4,1,1,2,1,2,2.1948,11,1,0,1,,2.1948,12,10,111,11
5377,0.42,3,0.7,0,1,1,2,2,0.6,2,2,3,1,1,0.83152,11,0,1,2,,0.83152,13,10,121,11
5378,0.42,3,0.3,1,1,2,3,1,0.3,1,2,2,2,3,1.8456,11,1,1,1,,1.8456,12,10,212,22
5379,0.58,3,0.42,0,1,2,3,1,0.3,1,1,2,1,2,4.9879,11,1,0,1,,4.9879,12,10,211,21
5380,0.58,3,0.58,1,1,1,3,1,0.4,1,1,2,1,3,3.1425,11,1,1,1,,3.1425,12,10,111,11
5381,0.3,3,0.42,0,1,2,2,1,0.7,2,2,3,2,2,1.7458,11,1,0,2,,1.7458,13,10,212,22
5382,0.58,3,0.58,0,1,2,2,1,0.7,2,1,3,1,2,4.4559,11,1,0,2,,4.4559,13,10,211,21
5383,0.7,3,0.58,1,1,1,2,1,0.6,2,1,3,2,3,2.4442,11,1,1,2,,2.4442,13,10,112,12
